date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:39:29	4785/4785	---M--	200	added ('OK')	image/svg+xml	etag:%226b4558b-12b1-5b5348e11a080%22	https://gowrisoftsolutions.com/images/whyGSS/research.svg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/whyGSS/research.svg	(from https://gowrisoftsolutions.com/)
20:39:29	24318/24318	---M-Z	200	added ('OK')	text/html	etag:%226b45333-5efe-5b62a307e0480-gzip%22	https://gowrisoftsolutions.com/privacy.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/privacy.html	(from https://gowrisoftsolutions.com/)
20:39:30	25926/25926	---M-Z	200	added ('OK')	text/html	etag:%226b455a9-6546-5b62a722d3400-gzip%22	https://gowrisoftsolutions.com/terms.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/terms.html	(from https://gowrisoftsolutions.com/)
20:39:30	27602/27602	---M-Z	200	added ('OK')	text/html	etag:%226b45351-6bd2-5b62a722d3400-gzip%22	https://gowrisoftsolutions.com/sitemap.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/sitemap.html	(from https://gowrisoftsolutions.com/)
20:39:31	86659/86659	---M-Z	200	added ('OK')	text/javascript	etag:%226b45498-15283-55e87bec91b80-gzip%22	https://gowrisoftsolutions.com/assets/js/jquery.min.js	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/assets/js/jquery.min.js	(from https://gowrisoftsolutions.com/)
20:39:31	37045/37045	---M-Z	200	added ('OK')	text/javascript	etag:%226b4548c-90b5-55e87bec91b80-gzip%22	https://gowrisoftsolutions.com/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/assets/js/bootstrap.min.js	(from https://gowrisoftsolutions.com/)
20:39:31	23890/23890	---M-Z	200	added ('OK')	text/javascript	etag:%226b4546a-5d52-55e87bec91b80-gzip%22	https://gowrisoftsolutions.com/assets/js/owl.carousel.min.js	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/assets/js/owl.carousel.min.js	(from https://gowrisoftsolutions.com/)
20:39:31	42863/42863	---M-Z	200	added ('OK')	text/javascript	etag:%226b45473-a76f-55e87bec91b80-gzip%22	https://gowrisoftsolutions.com/assets/js/slick.min.js	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/assets/js/slick.min.js	(from https://gowrisoftsolutions.com/)
20:39:32	6624/6624	---M-Z	200	added ('OK')	text/javascript	etag:%226b4533c-19e0-5b4459e971d80-gzip%22	https://gowrisoftsolutions.com/js/custom.js	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/js/custom.js	(from https://gowrisoftsolutions.com/)
20:39:32	13495/13495	---M-Z	200	added ('OK')	text/javascript	etag:%226b4533b-34b7-55eabb04fed80-gzip%22	https://gowrisoftsolutions.com/js/map.js	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/js/map.js	(from https://gowrisoftsolutions.com/)
20:39:32	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226b454f7-4e9f-55e87bec91b80%22	https://gowrisoftsolutions.com/assets/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/assets/fonts/glyphicons-halflings-regular.eot	(from https://gowrisoftsolutions.com/assets/css/bootstrap.min.css)
20:39:32	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226b454f7-4e9f-55e87bec91b80%22	https://gowrisoftsolutions.com/assets/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/assets/fonts/glyphicons-halflings-regulard41d.eot	(from https://gowrisoftsolutions.com/assets/css/bootstrap.min.css)
20:39:33	18028/18028	---M--	200	added ('OK')	font/woff2	etag:%226b454e2-466c-55e87bec91b80%22	https://gowrisoftsolutions.com/assets/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/assets/fonts/glyphicons-halflings-regular.woff2	(from https://gowrisoftsolutions.com/assets/css/bootstrap.min.css)
20:39:33	23424/23424	---M--	200	added ('OK')	font/woff	etag:%226b45510-5b80-55e87bec91b80%22	https://gowrisoftsolutions.com/assets/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/assets/fonts/glyphicons-halflings-regular.woff	(from https://gowrisoftsolutions.com/assets/css/bootstrap.min.css)
20:39:33	45404/45404	---M--	200	added ('OK')	font/ttf	etag:%226b45506-b15c-55e87bec91b80%22	https://gowrisoftsolutions.com/assets/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/assets/fonts/glyphicons-halflings-regular.ttf	(from https://gowrisoftsolutions.com/assets/css/bootstrap.min.css)
20:39:33	108738/108738	---M--	200	added ('OK')	image/svg+xml	etag:%226b454e4-1a8c2-55e87bec91b80%22	https://gowrisoftsolutions.com/assets/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/assets/fonts/glyphicons-halflings-regular.svg	(from https://gowrisoftsolutions.com/assets/css/bootstrap.min.css)
20:39:34	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226b4550c-2876e-55e87bec91b80%22	https://gowrisoftsolutions.com/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/assets/fonts/fontawesome-webfont3e6e.eot	(from https://gowrisoftsolutions.com/assets/css/font-awesome.min.css)
20:39:34	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226b4550c-2876e-55e87bec91b80%22	https://gowrisoftsolutions.com/assets/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/assets/fonts/fontawesome-webfontd41d.eot	(from https://gowrisoftsolutions.com/assets/css/font-awesome.min.css)
20:39:34	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%226b454f9-12d68-55e87bec91b80%22	https://gowrisoftsolutions.com/assets/fonts/fontawesome-webfont.woff2	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/assets/fonts/fontawesome-webfont.woff2	(from https://gowrisoftsolutions.com/assets/css/font-awesome.min.css)
20:39:34	98024/98024	---M--	200	added ('OK')	font/woff	etag:%226b454e9-17ee8-55e87bec91b80%22	https://gowrisoftsolutions.com/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/assets/fonts/fontawesome-webfont3e6e.woff	(from https://gowrisoftsolutions.com/assets/css/font-awesome.min.css)
20:39:35	165548/165548	---M--	200	added ('OK')	font/ttf	etag:%226b454ee-286ac-55e87bec91b80%22	https://gowrisoftsolutions.com/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://gowrisoftsolutions.com/assets/css/font-awesome.min.css)
20:39:35	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%226b4550f-6c7db-55e87bec91b80%22	https://gowrisoftsolutions.com/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/assets/fonts/fontawesome-webfont3e6e.svg	(from https://gowrisoftsolutions.com/assets/css/font-awesome.min.css)
20:39:35	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226b454e3-1339c-55e87bec91b80%22	https://gowrisoftsolutions.com/assets/fonts/themify.eot?-fvbane	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/assets/fonts/themify9f24.eot	(from https://gowrisoftsolutions.com/assets/css/themify-icons.css)
20:39:35	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226b454e3-1339c-55e87bec91b80%22	https://gowrisoftsolutions.com/assets/fonts/themify.eot?	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/assets/fonts/themifyd41d.eot	(from https://gowrisoftsolutions.com/assets/css/themify-icons.css)
20:39:35	56108/56108	---M--	200	added ('OK')	font/woff	etag:%226b454f6-db2c-55e87bec91b80%22	https://gowrisoftsolutions.com/assets/fonts/themify.woff?-fvbane	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/assets/fonts/themify9f24.woff	(from https://gowrisoftsolutions.com/assets/css/themify-icons.css)
20:39:36	78584/78584	---M--	200	added ('OK')	font/ttf	etag:%226b454df-132f8-55e87bec91b80%22	https://gowrisoftsolutions.com/assets/fonts/themify.ttf?-fvbane	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/assets/fonts/themify9f24.ttf	(from https://gowrisoftsolutions.com/assets/css/themify-icons.css)
20:39:36	234269/234269	---M--	200	added ('OK')	image/svg+xml	etag:%226b454f0-3931d-55e87bec91b80%22	https://gowrisoftsolutions.com/assets/fonts/themify.svg?-fvbane	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/assets/fonts/themify9f24.svg	(from https://gowrisoftsolutions.com/assets/css/themify-icons.css)
20:39:36	116/116	---M--	200	added ('OK')	image/png	etag:%226b4549b-74-55e87bec91b80%22	https://gowrisoftsolutions.com/assets/img/grabbing.png	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/assets/img/grabbing.png	(from https://gowrisoftsolutions.com/assets/css/owl.carousel.css)
20:39:36	1699/1699	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2030%20Nov%202025%2015:09:34%20GMT	https://gowrisoftsolutions.com/images/banner/1.jpg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/banner/1.jpg	(from https://gowrisoftsolutions.com/css/style.css)
20:39:37	28020/28020	---M--	200	added ('OK')	image/jpeg	etag:%226b455a2-6d74-561074c0ae100%22	https://gowrisoftsolutions.com/images/banner/5.jpg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/banner/5.jpg	(from https://gowrisoftsolutions.com/css/style.css)
20:39:37	29928/29928	---M--	200	added ('OK')	image/jpeg	etag:%226b4559e-74e8-56107494cf980%22	https://gowrisoftsolutions.com/images/banner/6.jpg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/banner/6.jpg	(from https://gowrisoftsolutions.com/css/style.css)
20:39:37	20388/20388	---M--	200	added ('OK')	image/jpeg	etag:%226b455a4-4fa4-561074bcdd800%22	https://gowrisoftsolutions.com/images/banner/7.jpg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/banner/7.jpg	(from https://gowrisoftsolutions.com/css/style.css)
20:39:38	1699/1699	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2030%20Nov%202025%2015:09:35%20GMT	https://gowrisoftsolutions.com/images/banner/9.jpg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/banner/9.jpg	(from https://gowrisoftsolutions.com/css/style.css)
20:39:38	27768/27768	---M--	200	added ('OK')	image/jpeg	etag:%226b455a6-6c78-561074b90cf00%22	https://gowrisoftsolutions.com/images/banner/11.jpg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/banner/11.jpg	(from https://gowrisoftsolutions.com/css/style.css)
20:39:38	18408/18408	---M--	200	added ('OK')	image/jpeg	etag:%226b45592-47e8-5610748d2e780%22	https://gowrisoftsolutions.com/images/banner/12.jpg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/banner/12.jpg	(from https://gowrisoftsolutions.com/css/style.css)
20:39:38	18408/18408	---M--	200	added ('OK')	image/jpeg	etag:%226b455a1-47e8-561074d1d8980%22	https://gowrisoftsolutions.com/images/banner/13.jpg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/banner/13.jpg	(from https://gowrisoftsolutions.com/css/style.css)
20:39:38	18408/18408	---M--	200	added ('OK')	image/jpeg	etag:%226b4559f-47e8-561074727a880%22	https://gowrisoftsolutions.com/images/banner/8.jpg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/banner/8.jpg	(from https://gowrisoftsolutions.com/css/style.css)
20:39:38	18408/18408	---M--	200	added ('OK')	image/jpeg	etag:%226b455a7-47e8-56107490ff080%22	https://gowrisoftsolutions.com/images/banner/10.jpg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/banner/10.jpg	(from https://gowrisoftsolutions.com/css/style.css)
20:39:39	27948/27948	---M--	200	added ('OK')	image/jpeg	etag:%226b45563-6d2c-56107a4da7980%22	https://gowrisoftsolutions.com/images/bg/1.jpg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/bg/1.jpg	(from https://gowrisoftsolutions.com/css/style.css)
20:39:39	29928/29928	---M--	200	added ('OK')	image/jpeg	etag:%226b45569-74e8-56107a49d7080%22	https://gowrisoftsolutions.com/images/bg/2.jpg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/bg/2.jpg	(from https://gowrisoftsolutions.com/css/style.css)
20:39:39	29928/29928	---M--	200	added ('OK')	image/jpeg	etag:%226b4556a-74e8-56107a441e300%22	https://gowrisoftsolutions.com/images/bg/3.jpg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/bg/3.jpg	(from https://gowrisoftsolutions.com/css/style.css)
20:39:39	29928/29928	---M--	200	added ('OK')	image/jpeg	etag:%226b4555d-74e8-56107a404da00%22	https://gowrisoftsolutions.com/images/bg/4.jpg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/bg/4.jpg	(from https://gowrisoftsolutions.com/css/style.css)
20:39:40	25068/25068	---M--	200	added ('OK')	image/jpeg	etag:%226b45568-61ec-56107a3c7d100%22	https://gowrisoftsolutions.com/images/bg/5.jpg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/bg/5.jpg	(from https://gowrisoftsolutions.com/css/style.css)
20:39:40	29928/29928	---M--	200	added ('OK')	image/jpeg	etag:%226b45565-74e8-56107a38ac800%22	https://gowrisoftsolutions.com/images/bg/6.jpg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/bg/6.jpg	(from https://gowrisoftsolutions.com/css/style.css)
20:39:40	27948/27948	---M--	200	added ('OK')	image/jpeg	etag:%226b4556b-6d2c-56107a34dbf00%22	https://gowrisoftsolutions.com/images/bg/7.jpg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/bg/7.jpg	(from https://gowrisoftsolutions.com/css/style.css)
20:39:40	29928/29928	---M--	200	added ('OK')	image/jpeg	etag:%226b45566-74e8-56107a2f23180%22	https://gowrisoftsolutions.com/images/bg/8.jpg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/bg/8.jpg	(from https://gowrisoftsolutions.com/css/style.css)
20:39:40	27768/27768	---M--	200	added ('OK')	image/jpeg	etag:%226b45562-6c78-56107a2b52880%22	https://gowrisoftsolutions.com/images/bg/9.jpg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/bg/9.jpg	(from https://gowrisoftsolutions.com/css/style.css)
20:39:41	33708/33708	---M--	200	added ('OK')	image/jpeg	etag:%226b4556d-83ac-56107a2781f80%22	https://gowrisoftsolutions.com/images/bg/10.jpg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/bg/10.jpg	(from https://gowrisoftsolutions.com/css/style.css)
20:39:41	29928/29928	---M--	200	added ('OK')	image/jpeg	etag:%226b4556c-74e8-56107a23b1680%22	https://gowrisoftsolutions.com/images/bg/11.jpg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/bg/11.jpg	(from https://gowrisoftsolutions.com/css/style.css)
20:39:41	15888/15888	---M--	200	added ('OK')	image/jpeg	etag:%226b45559-3e10-56107a1df8900%22	https://gowrisoftsolutions.com/images/bg/12.jpg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/bg/12.jpg	(from https://gowrisoftsolutions.com/css/style.css)
20:39:42	19842/19842	---M--	200	added ('OK')	image/jpeg	etag:%226b45567-4d82-56107a1a28000%22	https://gowrisoftsolutions.com/images/bg/13.jpg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/bg/13.jpg	(from https://gowrisoftsolutions.com/css/style.css)
20:39:42	29922/29922	---M--	200	added ('OK')	image/jpeg	etag:%226b4555f-74e2-56107a1657700%22	https://gowrisoftsolutions.com/images/bg/14.jpg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/bg/14.jpg	(from https://gowrisoftsolutions.com/css/style.css)
20:39:42	3828/3828	---M--	200	added ('OK')	image/jpeg	etag:%226b45561-ef4-56107a1286e00%22	https://gowrisoftsolutions.com/images/bg/15.jpg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/bg/15.jpg	(from https://gowrisoftsolutions.com/css/style.css)
20:39:42	16606/16606	---M--	200	added ('OK')	image/jpeg	etag:%226b45560-40de-56107a08fd780%22	https://gowrisoftsolutions.com/images/bg/17.jpg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/bg/17.jpg	(from https://gowrisoftsolutions.com/css/style.css)
20:39:43	14628/14628	---M--	200	added ('OK')	image/jpeg	etag:%226b45564-3924-56107a0cce080%22	https://gowrisoftsolutions.com/images/bg/16.jpg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/bg/16.jpg	(from https://gowrisoftsolutions.com/css/style.css)
20:39:43	6951/6951	---M-Z	200	added ('OK')	text/css	etag:%226b454b6-1b27-55e87bec91b80-gzip%22	https://gowrisoftsolutions.com/assets/css/magnific-popup.css	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/assets/css/magnific-popup.css	(from https://gowrisoftsolutions.com/pages/services/qaconsultingservice.html)
20:39:43	5559/5559	---M-Z	200	added ('OK')	text/javascript	etag:%226b45470-15b7-55e87bec91b80-gzip%22	https://gowrisoftsolutions.com/assets/js/imagesloaded.pkgd.min.js	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/assets/js/imagesloaded.pkgd.min.js	(from https://gowrisoftsolutions.com/pages/services/qaconsultingservice.html)
20:39:44	2964/2964	---M-Z	200	added ('OK')	text/javascript	etag:%226b45492-b94-55e87bec91b80-gzip%22	https://gowrisoftsolutions.com/assets/js/visible.js	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/assets/js/visible.js	(from https://gowrisoftsolutions.com/pages/services/qaconsultingservice.html)
20:39:44	35313/35313	---M-Z	200	added ('OK')	text/javascript	etag:%226b45471-89f1-563f811d89880-gzip%22	https://gowrisoftsolutions.com/assets/js/isotope.pkgd.min.js	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/assets/js/isotope.pkgd.min.js	(from https://gowrisoftsolutions.com/pages/services/qaconsultingservice.html)
20:39:44	1699/1699	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2030%20Nov%202025%2015:09:42%20GMT	https://gowrisoftsolutions.com/pages/domains/domains/Education.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/domains/domains/Education.html	(from https://gowrisoftsolutions.com/pages/domains/Education.html)
